ExplainedVarNew,_Episode,_mean_discrew,_max_discrew,_std_discrew,PolicyLoss,_min_adv,_lr_multiplier,_MeanReward,_std_adv,_max_adv,ValFuncLoss,_min_obs,Beta,_mean_act,KL,_mean_obs,_max_act,_min_discrew,_min_act,PolicyEntropy,_max_obs,_std_obs,_std_act,Steps,ExplainedVarOld,_mean_adv
0.9815307905734634,20,-0.2286138605214713,-0.0050000000000000044,0.014325888698622174,-0.0020510075,-1.1999353305387612,1.0,-107.3,0.9999998007155717,2.5410276461854244,0.0002774403499330815,-1.547662379601235,1.0,0.5320877,0.0016357836,0.23233989485798753,2.776173,-0.4381061408836672,-1.794058,0.9155213,2.7573416915286004,0.15147840765930232,0.41218117,2146,-3.7182881168140627,-3.708331146557839e-16
0.9780418174359683,40,-0.2649251412459604,-0.0050000000000000044,0.01881603035126295,-0.0016222267,-1.0836088181255847,1.0,-128.3,0.9999998035007537,2.688814988410436,0.00045529567253466336,-1.5655299823884197,0.6666666666666666,0.4393012,0.00096444145,0.1703684723558163,2.7724135,-0.5378803509608291,-2.4246953,0.9189502,2.720521383667497,0.17847334942524692,0.51634675,2566,0.8217475050728883,-2.990592964228013e-16
0.9846080867586977,60,-0.2932299754216883,-0.0050000000000000044,0.0224837412446256,-0.0013143036,-0.9842686599181532,1.0,-145.85,0.9999998024878994,2.819055397889964,0.0003668091963837332,-0.9961330049930075,0.6666666666666666,0.3262696,0.0029110073,0.0773319032229689,2.6715434,-0.5691981443920087,-2.15187,0.9203758,1.3874213509193782,0.12007360048832101,0.5342921,2917,0.9230499211721729,-8.038364854330924e-17
0.9876657546858264,80,-0.30836549526556306,-0.0050000000000000044,0.02450684188708232,-0.0014729062,-0.9290749656093574,1.0,-155.65,0.9999998014359722,2.8950340536504817,0.00030565163317681403,-0.8324429528835898,0.4444444444444444,0.27390522,0.0006531064,0.050243721510228906,2.641875,-0.5734953929016984,-2.138304,0.91463846,0.9566414389910396,0.09331816045805043,0.5610749,3113,0.9655566746426857,3.925902683929882e-16
0.9472059371418429,100,-0.32853320972471234,-0.0050000000000000044,0.028490592375756886,-0.0004415969,-0.9183719108404282,1.0,-167.35,0.9999997999963369,2.9831476638424133,0.0015295781691087955,-1.3990260204260836,0.4444444444444444,0.24580832,0.0019360799,0.04616537477487696,2.6568966,-0.7310651058264303,-2.0539074,0.91092855,1.883556965614285,0.11518561642471059,0.5265673,3347,0.9170254986607348,-2.972093905181178e-16
0.965769716460388,120,-0.3281963794144632,-0.0050000000000000044,0.028433656932206595,-0.0011242289,-0.9088992003720742,1.0,-166.65,0.9999998002171809,2.983537715344293,0.0009741602516345326,-1.335355144212413,0.4444444444444444,0.24221584,0.0027140526,0.03999714004074531,2.948362,-0.6596213117016394,-2.0639946,0.9095963,1.0794544799579495,0.09542280351292881,0.5146242,3333,0.9584811244017779,2.1318413914194424e-17
0.974736010721064,140,-0.32831323207367424,-0.0050000000000000044,0.028358539689293052,-0.0005136737,-0.919337072572063,1.0,-167.05,0.9999997999971295,2.9783976657573157,0.0007231144631649903,-0.8823978541967196,0.2962962962962963,0.19998987,0.0007065905,0.021202581720019494,2.60254,-0.7027064133814506,-2.4011915,0.905467,1.2209634681700805,0.08713345365135647,0.5208721,3341,0.970127310379663,1.531250433245352e-16
0.9857099312035662,160,-0.3169978901133963,-0.0050000000000000044,0.026033373105778367,-0.0028856269,-0.934616380121029,1.0,-160.75,0.9999998006937181,2.9353247667555715,0.0003721584488237013,-0.7864265622017412,0.4444444444444444,0.19704388,0.0069542793,0.019581706164834376,2.6532278,-0.6403264742846595,-2.1159158,0.9021692,0.7267737984157624,0.0689594108105944,0.48392805,3215,0.9817638346546436,2.519498347640791e-16
0.9880239364953529,180,-0.31483029005151086,-0.0050000000000000044,0.025498819085822102,-0.0024220806,-0.9329447976045817,1.0,-159.75,0.9999998007863623,2.926354068039421,0.00031831116802945086,-0.7806368463125374,0.4444444444444444,0.21085043,0.005749698,0.031012406113162562,2.7141032,-0.6237290019069532,-2.7093494,0.9047615,0.8352981698734275,0.06735353642308554,0.4760411,3195,0.988082894096913,-6.338174638235635e-17
0.9714160296383241,200,-0.3216625059887257,-0.0050000000000000044,0.027132770389271445,-0.0027602366,-0.925231059463248,1.0,-163.0,0.9999998005650309,2.9489714194233416,0.0007763261699850498,-10.863731533518365,0.6666666666666666,0.14828491,0.00703029,0.004649612050584312,2.5185127,-0.6527277848110767,-1.9400909,0.90611446,0.8574303284898852,0.30603223924429157,0.44003293,3260,0.9688576725456428,1.2859515769891383e-16
