_max_discrew,_lr_multiplier,_std_adv,KL,_mean_obs,ValFuncLoss,_Episode,Beta,_mean_discrew,PolicyEntropy,_std_obs,_std_act,_std_discrew,ExplainedVarOld,_min_adv,_mean_act,_min_act,_mean_adv,_min_obs,_max_act,_max_obs,_max_adv,_MeanReward,Steps,ExplainedVarNew,PolicyLoss,_min_discrew
-0.0050000000000000044,1.0,0.9999984448402668,0.00016498782,2.0150283815219945,0.8647337434729628,20,0.6666666666666666,-1.4912246730033698,0.9189948,12.294465584851702,0.3700274,4.861769292761367,-0.012690259528288284,-7.450820898710883,-0.003690294,-2.3041468,-2.2284046372404576e-17,-1.6054735390082242,2.2398329,23.733079935818413,0.36348421474046827,-1246.0,8928,0.8240977738651585,-0.0008249825,-10.000000000000009
-0.0050000000000000044,1.0,0.9999987066834749,0.0039500836,-0.01064306499274436,10.666288806463152,40,0.6666666666666666,-5.819638273411252,0.92347586,0.038085584155257556,0.35820422,11.887841104010247,0.01632470358868554,-2.294366962284008,0.10398529,-2.2193449,1.1050431349301714e-17,-0.5059359135185174,1.9096487,0.945226128436902,4.170561677247199,-1927.7,2572,0.12023229274378555,-0.0016063442,-10.000000000000009
-0.0050000000000000044,1.0,0.9999987552039893,0.0090331035,0.026407194883714076,4.249832248608934,60,1.0,-4.105626239865646,0.9291011,0.04826191953161088,0.36447397,12.221920189535194,0.10580012835487518,-2.3179173571529574,0.0630458,-2.0500128,1.4339913940668016e-17,-0.47499360484384806,2.2317586,0.9536974796839789,3.9099668023585123,-1697.45,3964,0.6644090118433401,-0.006139344,-10.000000000000009
-0.0050000000000000044,1.0,0.9999986091476162,0.0009041246,0.13189234567609984,0.44868950273221264,80,0.6666666666666666,-0.8254706377815221,0.9314828,0.11305451861294734,0.38138607,0.6399004451963972,-18.519190725738294,-2.9282342864022484,-0.025364006,-2.6306996,-4.188594713787342e-17,-0.5480353049017288,2.3803535,1.3010070483398202,3.9520941761118067,-778.5,13571,0.3072729251270633,-0.0012425514,-10.000000000000009
-0.0050000000000000044,1.0,0.9999965356360674,0.0015666515,0.13410527439488076,0.07693678398323536,100,0.6666666666666666,-0.7507661112445589,0.93096244,0.10450540596882768,0.38444164,0.06744633415741372,-20.473119936842647,-2.1722382170857135,-0.030847423,-2.305913,1.8648192002102228e-17,-0.48346025082965843,2.4531054,1.2759999999999703,8.283313350985729,-762.05,15241,-0.08227384395568649,-0.0028168545,-0.9983401298601272
-0.0050000000000000044,1.0,0.9999753548791358,0.0048806053,0.1605805814231562,0.0034567938968607806,120,0.6666666666666666,-0.8110940703117597,0.9330197,0.11180903682426159,0.3787855,0.05924897023494928,0.7477881372435575,-3.2811064144486877,-0.057481293,-2.516294,-1.9032091262527198e-17,-0.4908757423766724,2.6051304,1.3309999999999642,13.645494170841987,-1045.35,20907,0.941861976987286,-0.0024927328,-0.9987400783077537
-0.0050000000000000044,1.0,0.9999397288950665,0.012220237,0.11342586400743535,0.0014403575805823016,140,1.0,-0.8013951266032513,0.9347585,0.09272598175816354,0.38614118,0.060354064431390714,0.9553085909716774,-4.741253244511321,-0.06412298,-2.551495,0.0,-0.48045658638486244,2.3852797,1.1899999999999797,4.8821568122651255,-994.45,19889,0.976887202525123,-0.008227638,-0.9974455984552967
-0.0050000000000000044,1.0,0.9999533703145641,0.003920452,0.058749146796005486,0.0017568474726971663,160,1.0,-0.7402133228078505,0.9376555,0.08490662271502927,0.38818294,0.0653099224635878,0.9221054235621495,-6.396717108245402,-0.046893276,-2.6534193,3.234712862802893e-17,-0.45771421233388687,2.38335,0.9054991246375271,9.5270367689961,-746.85,14937,0.9782895837720106,-0.0018861676,-0.9880984540080517
-0.0050000000000000044,1.0,0.9999277767929737,0.0047235326,0.04766944827436192,0.0009738778086674347,180,1.0,-0.7118104338637352,0.9401867,0.08617392207732053,0.40753064,0.06598447383845817,0.9691888950787506,-4.935537850571965,-0.031627703,-2.5259352,-2.885127282581052e-17,-0.44050724404546787,2.1681597,0.9098627293768536,5.969340596490687,-664.95,13299,0.9878415131541408,-0.0039751367,-0.9769348267658139
-0.0050000000000000044,1.0,0.9999163394123907,0.0076116794,0.0458691306500077,0.0007512705354545642,200,1.5,-0.6803931069531343,0.9434198,0.08239589442281813,0.40706617,0.06580823047527604,0.9764468412282101,-4.853296001115259,-0.009500114,-2.933486,-4.8245984434568e-18,-0.4372516501297979,2.602403,0.9110931003598701,5.4835748751408575,-589.1,11782,0.9892383584112425,-0.005487314,-0.9655562632639078
