_Episode,PolicyEntropy,ValFuncLoss,Beta,_std_act,_std_adv,_lr_multiplier,_min_adv,_mean_adv,_max_adv,_max_act,ExplainedVarOld,_min_obs,ExplainedVarNew,_std_obs,_mean_act,_max_obs,_MeanReward,_min_discrew,_min_act,_mean_obs,_max_discrew,_mean_discrew,_std_discrew,PolicyLoss,KL,Steps
2400,0.9830748,918.9004980757145,0.2962962962962963,0.64620864,0.9999998908325441,1.0,-4.896282856955257,0.0,3.671836852966087,3.0013714,0.49436964224499136,-3.0258060323488474,0.5323808446746653,0.032554991207115136,0.43415505,0.5813918529136765,-113.15,-203.0,-2.0154266,0.032880539351327114,-1.0,-63.523397761953206,1896.3623721785098,-0.000956551,0.00041031052,1966
2420,0.9858476,1010.3992691543201,0.4444444444444444,0.6740192,0.9999998868313581,1.0,-4.904825601470683,7.413069752322381e-17,1.5800504744186172,3.331538,0.5067964814664601,-3.032086266246299,0.5223922828954983,0.02676429041312628,0.48227742,0.5818506870476419,-115.65,-195.0,-2.0779047,0.04117874870306096,-1.0,-66.51225873761085,2071.3171423681097,-0.0050487206,0.010613724,1917
2440,0.9894359,210.55102599352827,0.4444444444444444,0.75257164,0.9999998490605652,1.0,-3.5525742860915313,-1.6925744062889476e-17,6.270517629697763,2.974227,0.7591205672964143,-3.040489786146524,0.8287220117801861,0.05786430159011165,0.37846377,0.5818375627345149,-104.95,-154.0,-2.603129,0.02291402872782362,-1.0,-53.6250595521677,1004.0685668735379,-0.0021960456,0.0036612833,2099
2460,0.9911059,593.3351761490356,0.4444444444444444,0.72551876,0.9999998570896116,1.0,-6.79619507506461,0.0,3.924419358059233,3.0989733,0.5885262561598088,-3.0359180553735254,0.6166179968044708,0.032918431693563,0.39096835,0.5806916783300025,-110.6,-198.0,-2.3924706,0.0321684860429965,-1.0,-59.60278053624628,1524.763765853524,-0.002264811,0.0055867718,2014
2480,0.9928938,26.8936498658823,0.6666666666666666,0.65292174,0.9999995432489972,1.0,-3.0466320200602035,5.559258568294182e-17,3.082937002626204,2.7565763,0.966820232787035,-0.4816259965181333,0.9756801424469937,0.026853132426149656,0.33089232,0.579863011044351,-102.25,-110.0,-2.2463214,0.039566004940155435,-1.0,-51.6880195599022,877.694355246561,-0.0027722856,0.006823931,2045
2500,0.9949322,335.92704876271006,0.4444444444444444,0.69674593,0.9999998042165881,1.0,-8.404293137737653,2.8898535262230816e-17,1.7830195158735191,3.4777799,0.7052098947410316,-0.4820408816929629,0.7127741087970803,0.02543691036497992,0.43989512,0.5798498572643583,-103.3,-185.0,-2.054606,0.03795650933591826,-1.0,-54.086426029486525,1169.5441319649149,-0.0010750548,0.0013443133,1967
2520,0.99748105,14.328580557017307,0.4444444444444444,0.698614,0.9999994938638089,1.0,-3.2583322845141907,2.783712970656612e-17,9.676654351998355,3.0432496,0.9776723903497682,-0.48241886694849223,0.9840733602390592,0.027085422669782304,0.35380167,0.5800565857977079,-102.1,-111.0,-2.1354449,0.03599306948082531,-1.0,-51.616062683643484,875.4755108442589,-0.006953855,0.0053336066,2042
2540,1.0010005,353.33925508897704,0.4444444444444444,0.72185004,0.999999825964146,1.0,-6.063060714995366,0.0,1.5507168580953714,3.1075566,0.7063268587938878,-0.48281590751366765,0.7347672864273602,0.025569826301727615,0.45680097,0.5783039241542917,-106.4,-178.0,-2.3476527,0.03638542951676442,-1.0,-56.677720207253884,1324.587327445032,-0.0040771747,0.005672375,1930
2560,1.0007862,440.3885171435204,0.4444444444444444,0.7042583,0.9999998189103406,1.0,-8.87905377482427,1.4147192349628674e-17,1.538094530428002,2.9230142,0.6640083044075771,-3.080447744442021,0.6630222751663537,0.029583280876681616,0.36862332,0.5790624512069329,-105.4,-199.0,-2.1497276,0.034289335865350455,-1.0,-55.6794425087108,1304.5114788330563,-0.0011498922,0.0033544872,2009
2580,1.0018446,472.64777163928164,0.6666666666666666,0.7186919,0.9999998294748984,1.0,-8.692570745128958,-4.2252293504069386e-17,1.2389614833526719,3.5805175,0.6394514055884456,-3.087979222615165,0.6491587282155089,0.03451754822022375,0.36803776,0.5792901448861675,-105.85,-203.0,-2.321251,0.03498296877324262,-1.0,-56.091179385530225,1346.724094644729,-0.0027777078,0.0076944493,2018
2600,0.9990809,426.2273720591437,0.4444444444444444,0.67534244,0.999999816025535,1.0,-8.653369548532932,-7.272699444832142e-17,1.038704681108709,3.2732635,0.6532594794478144,-0.4839523564758609,0.656779216405962,0.025235510958796413,0.43985203,0.5791900725875456,-102.65,-194.0,-1.8285025,0.042179281987481276,-1.0,-54.19191402251791,1238.2850727950643,-0.0006069661,0.00075057667,1954
2620,0.9927514,980.9857302370054,0.6666666666666666,0.7151869,0.9999998870402245,1.0,-5.234392142890381,-1.0953896234739468e-17,2.0858180432154128,3.3188853,0.4664692055861752,-3.102348113052029,0.5313819868270699,0.027362147985595893,0.42706856,0.5789041932432586,-117.1,-198.0,-2.2674882,0.029047257287489258,-1.0,-66.92446043165468,2047.6217346780334,-0.004378968,0.0070564463,1946
2640,0.98852926,464.9495812673643,0.4444444444444444,0.7836969,0.9999998307296094,1.0,-8.19571693974749,1.407015318336832e-17,1.5904257189271809,3.3142605,0.642331922538327,-3.1102301675288055,0.6482392123391891,0.03151802440818745,0.4299951,0.5782729382005023,-105.95,-199.0,-2.7319937,0.03724053124929362,-1.0,-55.964356435643566,1312.1670463680032,-0.0004201705,0.0006838238,2020
2660,0.9880823,851.9180037674436,0.4444444444444444,0.7604434,0.999999873878601,1.0,-6.114052791659494,-7.070076972737315e-18,1.5849852994732345,3.1454177,0.4825631295224616,-3.1172129943073594,0.5102808177635679,0.03719500188115525,0.410485,0.577755842567092,-110.4,-200.0,-2.2215314,0.03508605880141848,-1.0,-60.666169154228854,1720.4592037325808,-0.001202071,0.0033983334,2010
2680,0.9896979,825.828815635037,0.4444444444444444,0.76065135,0.9999998676456395,1.0,-6.30827732019781,-2.8622063877546835e-17,0.9309430486779512,3.2144313,0.5052844155344152,-3.1212122570324,0.5122590325606515,0.03400348816756411,0.42817876,0.5779803817531963,-109.2,-198.0,-2.430256,0.03612137332438086,-1.0,-60.008056394763344,1692.6444466755709,-0.0017378591,0.002870381,1986
2700,0.99053377,128.01028329735075,0.4444444444444444,0.7947932,0.9999997351714559,1.0,-6.81967727388072,-2.1851647434959515e-17,1.5845842749609036,3.4450688,0.8710761044258695,-0.485794364764149,0.8854493574949476,0.02581404116752406,0.46292326,0.5772089851208261,-102.5,-160.0,-2.413208,0.037556301704249395,-1.0,-52.777037416709376,1005.5253773840433,-0.0017351382,0.0047560837,1951
2720,0.9897085,751.4661826015423,0.2962962962962963,0.7419338,0.999999871336309,1.0,-6.098404997355932,-2.9483101068883825e-17,0.9554824264051714,3.5151567,0.5285006328004529,-3.135447750379998,0.5835369871158587,0.03259328970755174,0.4479634,0.5776314115362983,-111.25,-201.0,-2.1649008,0.0376470805038161,-1.0,-61.897821576763484,1764.333439237875,-0.0005187627,0.00069417467,1928
2740,0.98833096,880.2196143990925,0.4444444444444444,0.74614286,0.9999998740226825,1.0,-6.027180919313091,-2.829438469925735e-17,1.1842712098088288,3.3116505,0.467183534098208,-3.14087752782621,0.4887816772693184,0.03909338398203305,0.39490145,0.5774317505318682,-110.35,-200.0,-2.3057144,0.034315919892727406,-1.0,-60.62170233947237,1718.3387226371326,-0.002520842,0.006974599,2009
2760,0.9864602,838.7646224551773,0.2962962962962963,0.7193903,0.9999998718775408,1.0,-6.260503651767082,-2.9270555541095784e-17,1.292688434336084,3.0491004,0.5283891124882004,-3.1438109300377546,0.5273144983749404,0.03002064912670559,0.42065102,0.5773144838122972,-111.95,-199.0,-1.9609972,0.03062066773995714,-1.0,-62.26416065911432,1774.3365013294926,-0.0005950561,0.0009786097,1942
2780,0.9874285,673.8551382941341,0.2962962962962963,0.73433584,0.9999998593926971,1.0,-7.212927715351088,7.254137169577338e-18,0.8804263464609273,3.1785393,0.5542907086743271,-3.1501850424655924,0.5767010709857864,0.032131742915972775,0.45392638,0.5764601560391266,-107.85,-202.0,-2.4577696,0.03508990687094125,-1.0,-58.82950484941296,1590.6855817354285,-0.00076710526,0.001566868,1959
2800,0.98944926,153.89983116721862,0.4444444444444444,0.7307458,0.9999997442664869,1.0,-7.417875435626826,2.913552991327935e-17,1.9539832508020267,3.3675182,0.8563862798471163,-0.4875057439901312,0.8630672080093691,0.026030392385276258,0.44187453,0.5768901790755528,-102.5,-165.0,-1.9565735,0.03832230259330567,-1.0,-52.962583290620195,1033.1708193645388,-0.0024252627,0.0063808616,1951
2820,0.9882196,600.4474006627415,0.6666666666666666,0.7297065,0.9999998498170987,1.0,-7.20155089599908,5.730183352904034e-17,1.0672414098076117,3.3277197,0.5938103588587225,-3.1642918054601097,0.6077671002927089,0.02709311169611523,0.37757048,0.5767577745186763,-109.1,-194.0,-2.6439369,0.034487250316995094,-1.0,-58.83165322580645,1498.435369041038,-0.003609862,0.012026313,1984
2840,0.9825453,452.6698354108224,0.6666666666666666,0.73308074,0.9999998200631411,1.0,-8.84319152662305,0.0,1.0650973177310163,3.4239664,0.658340167475223,-3.1724857447287413,0.6623015993873959,0.034140437996966574,0.32811078,0.5762913724232533,-106.85,-201.0,-2.2831228,0.033415044668778045,-1.0,-56.46172718351325,1337.0287118352867,-0.0018613788,0.0026225145,2038
2860,0.98028183,423.2964601574772,0.4444444444444444,0.6985503,0.9999998201545385,1.0,-8.2352373786195,-1.4056236117905048e-17,1.129584872669612,3.5070524,0.6504526286018996,-3.1777589222266562,0.6733696083296512,0.03233443171071999,0.33686158,0.5762184137562051,-106.05,-197.0,-2.1499267,0.03656480920474544,-1.0,-55.924826904055394,1295.8519157712246,-0.0010825424,0.0009158636,2022
2880,0.98357975,480.160837805747,0.4444444444444444,0.72144556,0.9999998238579141,1.0,-8.815366055723995,0.0,0.8981302862525669,3.6465373,0.6442686628296408,-3.1838166293984744,0.6500795406470693,0.03567589940265646,0.31051928,0.5754852614382612,-106.25,-205.0,-2.2428217,0.032189074896824134,-1.0,-56.368213228035536,1368.8821880216612,-0.0017235975,0.005053326,2026
2900,0.9814993,11.659335969017034,0.4444444444444444,0.7487166,0.999999160463315,1.0,-5.1987396993993205,4.1858187673643604e-17,3.08550249883796,3.439574,0.9898602052410738,-0.48931814980771393,0.9929102677320847,0.02588710485422428,0.33065432,0.5752858850709259,-101.85,-105.0,-2.467915,0.03554678586356786,-1.0,-51.451644575355914,867.0586583164813,-0.0025014395,0.005932135,2037
2920,0.9841074,6.432483359967938,0.6666666666666666,0.72771347,0.999999175203441,1.0,-5.243066848300414,3.9001846773258994e-17,2.6729938428377316,3.6253839,0.9910660875282301,-0.4897038150973002,0.9931963005240735,0.025356449574502594,0.33721334,0.5749813418092445,-100.2,-104.0,-2.1959205,0.036305113172635475,-1.0,-50.622754491017965,838.863673849905,-0.0028699497,0.006622856,2004
2940,0.9850326,7.459199298806245,0.4444444444444444,0.6833256,0.9999989261025505,1.0,-5.275528853091483,1.5773905334734819e-16,4.68640094851681,3.1750906,0.9926645744641887,-0.49007199073391894,0.9926754612718665,0.025436942630785747,0.3665436,0.574746019088012,-99.1,-104.0,-2.0681121,0.037785293381969294,-1.0,-50.073158425832496,820.6349102059811,-0.0009884622,0.0008405843,1982
2960,0.9878751,874.0576142290844,0.4444444444444444,0.7116169,0.9999998688319599,1.0,-6.345632561461246,7.246738763489039e-18,0.799733076622542,3.7606525,0.4935750613937022,-3.2142146559784868,0.49549488861791813,0.032215503773916083,0.37619498,0.5737592206349581,-107.95,-198.0,-2.3784266,0.03896602674039503,-1.0,-59.44059153493116,1683.9863992421313,-0.0018738618,0.005791328,1961
2980,0.99083567,879.4034686213884,0.2962962962962963,0.7517283,0.9999998758211209,1.0,-5.886376662611756,4.4339640297042135e-17,0.7375490232418594,3.332758,0.4979835506752547,-3.2194363815171094,0.5158731028649847,0.027911879328760002,0.40884548,0.5740432007113186,-111.0,-198.0,-2.0521886,0.0344571009038632,-1.0,-62.14352574102964,1812.9091975535496,-0.0005335035,0.000610484,1923
3000,0.99262285,60.626852554146915,0.4444444444444444,0.7191558,0.9999995355543919,1.0,-4.91998398789528,-1.9918374345976304e-16,7.601549914927737,3.1220732,0.9801864482607647,-0.4910292464498204,0.9754374018594044,0.025094124614783397,0.39816922,0.5739862028189466,-98.1,-109.0,-2.1576426,0.036902275509758595,-1.0,-49.598878695208974,806.8885410464471,-0.006020502,0.0128749665,1962
3020,0.9928051,2173.392619897423,0.6666666666666666,0.74433124,0.999999915639527,1.0,-3.482287709909824,1.5886925338403582e-17,1.2121663298659144,3.607152,0.3688398109488923,-3.234390976091814,0.3727754881835309,0.024861677640536047,0.4991896,0.5730976630012938,-138.95,-196.0,-2.0106575,0.0286500533140989,-1.0,-91.17942984907769,2804.9879279029888,-0.003491762,0.0064054895,1789
3040,0.990019,1022.0929238525889,0.6666666666666666,0.8215439,0.9999998829250771,1.0,-5.531230160610286,2.9590535586053105e-17,1.221268459453742,3.8508623,0.46734913700980507,-3.241100494469184,0.46491633013800293,0.030032272795883146,0.50216556,0.5745527813622199,-110.9,-199.0,-2.119798,0.035768213633310515,-1.0,-62.246746486205105,1842.4596783787294,-0.0029865762,0.0038313353,1921
3060,0.9863246,748.5748674064007,0.4444444444444444,0.8406916,0.9999998763411968,1.0,-6.258288115956925,2.9996527103328767e-17,1.2349740643396108,3.5726862,0.5313164577328688,-3.2468855477608427,0.5530294999458526,0.025029198237993704,0.5067818,0.5747214526256316,-109.6,-195.0,-2.1987135,0.037234513319336464,-1.0,-60.65488126649077,1674.6576740624196,-0.0015676038,0.0012600599,1895
3080,0.98673284,607.0659902428924,0.4444444444444444,0.8475224,0.9999998520543437,1.0,-7.229672892206459,-3.693049562162683e-17,1.1206789326338715,3.8514626,0.5898334916471943,-3.2545212381962547,0.5980109194314966,0.02912537167009575,0.5286709,0.5743491050989036,-106.1,-197.0,-2.4235883,0.04124835106892267,-1.0,-57.645530145530145,1510.1082388561597,-0.0018005748,0.0047159903,1924
3100,0.9906063,300.7400215825116,0.4444444444444444,0.8321951,0.9999998142782177,1.0,-6.496758168621435,0.0,1.2298079310154808,3.5874476,0.7422846484200243,-0.4924584039778537,0.7645504974108881,0.02475968797603977,0.5183443,0.5744480546006232,-105.6,-172.0,-2.1199899,0.034180791037504425,-1.0,-55.9367816091954,1259.4155436649492,-0.006665267,0.004252781,1914
3120,0.9910965,26.243297915066027,0.4444444444444444,0.8761455,0.999999566735928,1.0,-4.31869034873887,4.336985162320042e-17,2.6132977736080356,3.4161024,0.9577588181091624,-0.49274702158613903,0.9720941358592482,0.025197132424470952,0.50457644,0.5742394155908952,-98.3,-101.0,-2.1290066,0.038317632097426016,-1.0,-49.67039674465921,807.1578927215355,-0.0028901366,0.004001603,1966
3140,0.99149793,476.2336850997898,0.6666666666666666,0.9142296,0.999999854632589,1.0,-5.173939763954209,0.0,1.2552988988928098,3.7356205,0.6730802944308748,-0.4930714424119552,0.7123859166929718,0.023824646589055313,0.5426273,0.5743187237672581,-111.25,-171.0,-2.299271,0.03168300907595082,-1.0,-61.54127938764352,1607.4817569197553,-0.006642371,0.012229164,1829
3160,0.9917854,1065.313771040518,0.4444444444444444,0.8879701,0.9999998877727263,1.0,-5.416110146835009,0.0,1.4717637675606965,3.6316311,0.48396339981818925,-3.2846138232939714,0.48883926381970433,0.03157096625297862,0.48466668,0.5741045417896316,-115.6,-200.0,-2.6007705,0.029258474985756174,-1.0,-66.0741127348643,2028.7940897659964,-0.0017796227,0.0014418198,1916
3180,0.9879901,176.53583801747496,0.2962962962962963,0.9190922,0.9999997792629491,1.0,-5.946118241033437,4.348043258093423e-17,2.9348783964639944,3.5424376,0.831043793103786,-0.4935978144113336,0.856191785546927,0.025009699521598743,0.47464404,0.5741639831343722,-103.0,-165.0,-2.1298757,0.031281341927545045,-1.0,-53.161652218255995,1035.3216503043411,-0.0010848499,0.0006702882,1961
3200,0.9830813,145.4753443690216,0.19753086419753085,0.8963026,0.9999997353396972,1.0,-8.241090481760109,-1.4612704077328537e-17,2.8076694502607573,3.8823266,0.8604895719660955,-0.49391787002817406,0.8611836150294012,0.024520994706910736,0.47992304,0.5727913134796517,-102.2,-169.0,-2.1360757,0.03731266393813189,-1.0,-52.907969151670954,1047.3833041018763,-0.000914,0.001470146,1945
3220,0.98192745,17.71327925890631,0.2962962962962963,0.8867652,0.9999993822224393,1.0,-3.6450691041434085,-7.188090397168439e-18,3.8760948148609584,3.6144905,0.9799699565433708,-0.4942283681049518,0.9791507294041651,0.024733171235072578,0.46944168,0.5729307580753249,-98.85,-103.0,-2.2229204,0.04082389434503429,-1.0,-49.93980778958017,815.6660784658371,-0.0042330185,0.013400788,1977
3240,0.98345083,128.94527279598367,0.2962962962962963,0.8814875,0.999999744023529,1.0,-7.305544050136561,2.9529048758861306e-17,6.533020349140755,3.592927,0.8582083103541305,-0.49455543219137976,0.8722306407574273,0.02480745345469694,0.485204,0.5737153540516535,-101.2,-164.0,-2.2234004,0.03725265130249431,-1.0,-52.27064935064935,1009.1854502276943,-0.008212515,0.0058338717,1925
3260,0.9797712,461.950850921133,0.2962962962962963,0.9418485,0.9999998213472723,1.0,-8.776616717991475,4.288990356700806e-17,1.0687434066263886,3.9491992,0.6451362429059434,-3.321831793449973,0.6508080263101164,0.0318110009763238,0.45195037,0.5731973646334506,-104.35,-201.0,-2.4625733,0.03354197276166827,-1.0,-55.313380281690144,1316.566279720577,-0.0012019357,0.0028159143,1988
3280,0.9775563,24.207303218913534,0.4444444444444444,0.8646695,0.9999993889557971,1.0,-4.257161482251644,-5.1065699695284406e-17,3.8308045865350393,3.4258611,0.9771020864354872,-0.49518627716326,0.9857394537269164,0.024691566133045528,0.46470755,0.5733916549785104,-97.4,-102.0,-2.3625371,0.038315163316704155,-1.0,-49.22638603696099,793.0652791363963,-0.0062318174,0.013408968,1948
3300,0.9780779,788.646404867741,0.4444444444444444,0.9289253,0.9999998716912112,1.0,-5.841674507447867,-1.5354786294113456e-17,1.0559776340899156,3.8836534,0.5720178723844531,-3.3350206461012246,0.5930553250988745,0.026461961626061247,0.56691587,0.5733398008506182,-112.35,-197.0,-3.0591803,0.03639548271042858,-1.0,-63.33981631550513,1816.7224503174216,-0.0023447804,0.0046850042,1851
3320,0.9815906,128.21278835527886,0.2962962962962963,0.9713075,0.9999997006202961,1.0,-7.474954963120089,-1.4711029725881992e-17,2.1664279193197404,3.6046672,0.8975003782804803,-0.495728494631615,0.8933960195935804,0.02545706250861867,0.5437405,0.573363808504026,-101.55,-161.0,-2.3665602,0.034060168072551335,-1.0,-52.34989648033126,998.6218788712711,-0.00038927354,0.00067412487,1932
3340,0.9819695,13.694663631062415,0.2962962962962963,0.9508966,0.9999996346734807,1.0,-2.9967202988221366,-1.4354398702224246e-17,3.579309683219513,4.027239,0.9482592006982612,-0.4960252443545154,0.9842953794390029,0.025368394884209527,0.5089723,0.5732243992649142,-99.0,-104.0,-2.1980038,0.03372252385769174,-1.0,-50.037373737373734,820.3390072441588,-0.0027857018,0.0050374647,1980
3360,0.9825702,850.9035890809622,0.2962962962962963,0.97383,0.9999998843190302,1.0,-4.298885262518284,-5.1777217291935553e-17,1.492669624699024,3.7462065,0.5900873622462259,-0.49634717557020797,0.6096450233992524,0.023426664066062676,0.6165778,0.5719656099860758,-118.9,-178.0,-2.4520164,0.02879523929963429,-1.0,-69.23038116591928,2003.8163191372237,-0.0039346293,0.0039544944,1784
3380,0.9829755,192.69462348745137,0.2962962962962963,0.95060474,0.9999997504424097,1.0,-7.949238657553506,-2.9467816931471236e-17,1.7955105879619646,3.9610372,0.8332838338177321,-0.4965418283502918,0.830598731342184,0.0247005851993833,0.54057544,0.572512540069973,-101.4,-168.0,-2.0958707,0.03722163261536039,-1.0,-52.51270088128564,1034.5536230318344,-0.0022493606,0.0047342964,1929
3400,0.983361,930.2514057826714,0.2962962962962963,1.0212959,0.9999998806948074,1.0,-5.884273514345621,-1.4802973661668754e-17,1.2804098555387933,3.9862847,0.4849885534276318,-3.371876294851468,0.5054499672896023,0.034049678872276466,0.52026504,0.5728413264460097,-110.85,-199.0,-2.9723215,0.033551548578225406,-1.0,-62.138020833333336,1841.926262749566,-0.0009010814,0.001509325,1920
3420,0.9832603,1137.9558204555829,0.2962962962962963,0.987517,0.9999998916418261,1.0,-5.027482047180276,-5.720956004509663e-17,1.1893909472568105,4.5526195,0.4612383498413464,-3.3757659979974073,0.48778089688627524,0.033964724266393985,0.5574439,0.571883613405341,-117.9,-202.0,-2.6724687,0.030308594410616497,-1.0,-68.83628556092324,2169.103095596394,-0.002599101,0.0027443839,1863
3440,0.9852513,892.1978186349957,0.2962962962962963,0.9867234,0.9999998775467909,1.0,-6.027233529652396,0.0,1.801363172739137,4.0095315,0.4339382897855011,-3.379369280805311,0.47095369560476696,0.03545284511692656,0.5262913,0.5728389790293059,-108.5,-197.0,-2.8955271,0.03450742921697356,-1.0,-59.65770791075051,1682.9117407909516,-0.0036325934,0.0042791,1972
3460,0.9838746,646.5323689637925,0.4444444444444444,1.0912137,0.9999998862350052,1.0,-5.343062163131402,-7.130383700552937e-18,5.27261079098005,4.0072613,0.484610315729217,-3.382998381997019,0.5798664145611574,0.06758421438885642,0.5052809,0.5726714238818843,-109.55,-195.0,-3.442122,0.019535332974899507,-1.0,-59.34972403411942,1535.4828110126539,-0.0045068674,0.00622734,1993
3480,0.9826277,1142.1827241306328,0.4444444444444444,1.0025114,0.9999998899084541,1.0,-5.141558164617558,-1.4764524379430653e-17,1.637786561449665,3.7975984,0.4250257907807271,-3.37421607865242,0.4543295679748869,0.03712671252921412,0.5129606,0.5711111011322879,-116.05,-205.0,-4.1885934,0.024850790557457533,-1.0,-66.5303896103896,2070.168037510541,-0.0017592013,0.004633199,1925
3500,0.9835005,874.1842575784897,0.4444444444444444,0.9106683,0.999999875230596,1.0,-6.242371605412473,-2.904620279039756e-17,1.2125648139984746,3.719579,0.5040278717456717,-3.376916788563958,0.5122892532284604,0.0268509929153296,0.47986615,0.5720707945214387,-112.7,-193.0,-2.2638175,0.028936477133135807,-1.0,-62.70362800204394,1792.2197773332578,-0.0005421857,0.0020871996,1957
3520,0.9840959,950.2511024733714,0.4444444444444444,0.89080304,0.9999998778046575,1.0,-5.773885897847529,1.4741550534441913e-17,0.8571968656366051,4.020061,0.4782723729228887,-3.3839060491425954,0.4816651106297085,0.02936357767814012,0.49672222,0.5717325012697355,-111.25,-196.0,-2.3375049,0.0331835118160808,-1.0,-62.32520746887967,1832.56592060011,-0.002525257,0.0039469143,1928
3540,0.9848457,1055.845024517627,0.4444444444444444,0.98370564,0.9999998833802967,1.0,-5.651722849365956,-2.933096948442106e-17,1.6598903124222013,3.7209187,0.4429494749653463,-3.389616460299771,0.44763165429858187,0.030023056680628758,0.58079267,0.5713194770601321,-111.75,-197.0,-3.5645115,0.03687269452138787,-1.0,-63.0593395252838,1908.6306377474677,-0.0022699607,0.005293904,1938
3560,0.98253095,462.89779730121217,0.4444444444444444,0.992482,0.9999998243466619,1.0,-8.636496390708514,-5.77677020943171e-17,1.2354837373383791,3.7035942,0.6344116294018963,-3.3951352155684247,0.6429677235191452,0.027714617844303936,0.5564575,0.5716768529659295,-103.35,-196.0,-2.5472903,0.035164564968845693,-1.0,-54.63770325203252,1264.3987207412088,-0.0009981496,0.0020558073,1968
3580,0.9842416,410.70806607869383,0.4444444444444444,0.9761152,0.9999998279678305,1.0,-5.748730101986534,0.0,1.0990733804073982,4.005028,0.6852661352701621,-0.5032946180746847,0.6906148499492171,0.02490850653648327,0.5923524,0.5710434531552848,-105.4,-174.0,-2.596476,0.037063792378312324,-1.0,-56.26439790575916,1320.2992036950743,-0.0027184386,0.0047920495,1910
3600,0.9845873,421.29151259877784,0.4444444444444444,1.019286,0.9999998153817573,1.0,-8.914927754328966,-2.867982788133603e-17,0.9332332455276935,3.9382067,0.6621546766358039,-3.4089507553207525,0.6655451447736426,0.02669641178977992,0.535917,0.5717655528124698,-104.05,-195.0,-2.4234266,0.03375068205210679,-1.0,-54.89455095862765,1259.6251065339825,-0.0025594742,0.0037100315,1982
3620,0.9883632,10.032973141394352,0.4444444444444444,1.0083314,0.9999991976055392,1.0,-4.685453155056667,2.8308475528290844e-17,3.0221407375327667,3.8754272,0.985844855466277,-0.5061435865325689,0.9907266735472603,0.025840861060086946,0.47479832,0.5717220578166038,-100.4,-106.0,-2.4098082,0.02954577909711685,-1.0,-50.75249003984064,845.1683204929286,-0.0028833556,0.004032518,2008
3640,0.9927174,423.7867100949464,0.2962962962962963,0.9646234,0.9999998146770295,1.0,-8.647536489016298,-1.4427263670255842e-17,0.8047990502564007,3.7712803,0.6591327684196324,-3.4237331516691856,0.6619420949582112,0.027233522731750143,0.5574156,0.5715283120069562,-103.45,-193.0,-2.6871672,0.0360712971475625,-1.0,-54.558883248730965,1240.2891723569276,-0.00012737846,7.9255056e-05,1970
3660,0.99170846,426.33507502734875,0.2962962962962963,1.0198152,0.9999998134626474,1.0,-8.631988860531097,-2.888385104715855e-17,0.8007509818526933,3.6719217,0.6582360826638549,-3.430580738181456,0.6599012358777354,0.026430766048455123,0.5606115,0.5710608033667887,-103.35,-195.0,-2.454112,0.03595878024223733,-1.0,-54.56910569105691,1253.5622975741953,-0.000578955,0.002312934,1968
3680,0.9945663,15.18211312436314,0.2962962962962963,0.9938729,0.9999992526240313,1.0,-2.932996767772109,-4.319408728024925e-17,2.501902452202681,3.7945225,0.9840432090857956,-0.5103682068844759,0.9891979927889987,0.025722473486791353,0.5108705,0.5702353570150549,-98.7,-107.0,-2.5157714,0.03397893896670832,-1.0,-49.93161094224924,819.8914728861214,-0.0038859262,0.004308865,1974
3700,0.99645627,627.6779045811542,0.4444444444444444,1.0468785,0.9999998580538194,1.0,-5.880193471396264,-1.514209346318807e-17,0.8590922135164581,3.9552283,0.5987465790641661,-0.5117766583533463,0.6077034746356373,0.024654793270969935,0.6199169,0.5706077055458472,-108.7,-183.0,-1.9802899,0.036662634610877445,-1.0,-59.60415556739478,1562.321197435575,-0.002944461,0.012292864,1877
3720,0.99857664,850.5610047586656,0.2962962962962963,1.0277385,0.9999998689617403,1.0,-6.473098470912838,7.162729191130042e-18,0.681891725205169,3.684124,0.4934450522251741,-3.4519409231350138,0.5033262175209305,0.0393361219537477,0.5389045,0.5710224797701824,-109.1,-205.0,-2.7714953,0.032018306109805925,-1.0,-60.05594758064516,1709.4600755133813,-0.0008339492,0.0007896825,1984
3740,0.9977056,29.649679154351432,0.4444444444444444,1.0374216,0.9999994607860713,1.0,-4.589662050772938,-9.937660640001401e-17,3.8294491176667838,3.9932475,0.977777454350966,-0.5145326202737623,0.9858886546432053,0.02604314855088779,0.53535974,0.5709009119480841,-100.1,-108.0,-2.804467,0.03214375907785447,-1.0,-50.62337662337662,842.3077052817313,-0.004673246,0.006182051,2002
3760,0.9955346,830.9240703543217,0.4444444444444444,1.0956342,0.9999998669934548,1.0,-6.637761335807887,-2.9285635683054105e-17,1.1487401792091758,4.087149,0.4952744322264434,-3.46155008744403,0.5035821901824521,0.029761760382913588,0.5917939,0.5701322432290743,-106.95,-195.0,-2.7095253,0.04188759166496209,-1.0,-58.8531684698609,1650.8887959886194,-0.0029410736,0.0030277232,1941
3780,0.99306417,124.24300852368084,0.6666666666666666,1.0436974,0.9999996941992639,1.0,-7.805005585418465,-2.982340968562855e-17,1.251767514230358,4.482408,0.8877309588251033,-0.517319483358162,0.8910378456546411,0.024425576969711066,0.548257,0.570295295246535,-100.25,-158.0,-2.8612666,0.03883784169736012,-1.0,-51.59758656873033,965.2688084460735,-0.0050739027,0.012828952,1906
