_min_act,_min_obs,_max_adv,_mean_act,_mean_adv,_std_act,_std_obs,_mean_obs,_mean_discrew,_min_discrew,_Episode,KL,_min_adv,Beta,_max_discrew,_max_obs,ValFuncLoss,ExplainedVarOld,PolicyEntropy,_MeanReward,ExplainedVarNew,_lr_multiplier,Steps,_std_discrew,_std_adv,_max_act,PolicyLoss
-2.8054476,-0.5571832550220756,0.9411365716770547,-0.30771953,-5.2181042695926944e-17,0.3845727,71.71130502755118,6.640138072904433,-1.282799983259504,-10.000000000000009,20,0.0002109929,-12.081693602980193,0.6666666666666666,-0.0050000000000000044,59.827159133455076,0.11649755073169635,-0.04739537499093305,0.9151187,-3677.95,0.940661125074209,1.0,43574,1.960665344386505,0.9999974781249118,2.452883,-0.00053174386
